ï»¿createdAt,fullText,author/id,author/location,text_preprocessing1,text_preprocessing_no_punctuation,text_no_stopwords,text_lemmatized
2/4/25,"2 Hours to go for #TrumpTariff announcement.
Please vote if not already voted.
Most probably Universal Reciprocal Tariffs coming.
Most probably at 20% .
With room to negotiate these downwards left for trading partners .",86437069,"Mumbai,India"," Hours to go for  announcement.
Please vote if not already voted.
Most probably Universal Reciprocal Tariffs coming.
Most probably at % .
With room to negotiate these downwards left for trading partners ."," hours to go for  announcement
please vote if not already voted
most probably universal reciprocal tariffs coming
most probably at  
with room to negotiate these downwards left for trading partners ",hours announcement vote voted probably universal reciprocal tariffs coming probably room negotiate downwards left trading partners,hour announcement vote vote probably universal reciprocal tariff come probably room negotiate downwards leave trade partner
2/4/25,"World economies are about to come to a grinding halt and it's caused by TrumpTariffTax #TrumpTariff War.

Trump hours away from unveiling global tariffs in possible shakeup of US economic strategy â live  https://t.co/dulkCIGZsE https://t.co/D7JE9C1CwS",96822790,Canada,"World economies are about to come to a grinding halt and it's caused by TrumpTariffTax  War.

Trump hours away from unveiling global tariffs in possible shakeup of US economic strategy  live   ","world economies are about to come to a grinding halt and its caused by trumptarifftax  war

trump hours away from unveiling global tariffs in possible shakeup of us economic strategy  live   ",world economies come grinding halt caused trumptarifftax war trump hours away unveiling global tariffs possible shakeup economic strategy live,world economies come grind halt cause trumptarifftax war trump hour away unveil global tariff possible shakeup economic strategy live
2/4/25,@_c6dy Not worth it #TrumpTariff https://t.co/hMFnCqIG5n,1525964414813237248,21 /, Not worth it  , not worth it  ,worth,worth
2/4/25,"#TrumpTariff is associated with #populism, which #CasMudde calls #ThinCentredIdeology. That is an ideology of #antiElitism without a solid #value and #policy. No wonder #MAGAvoters reacted so rebelliously to the open letter against #Trump by #NobelEconomists.",108958777,"Tokyo, Japan"," is associated with , which  calls . That is an ideology of  without a solid  and . No wonder  reacted so rebelliously to the open letter against  by .", is associated with  which  calls  that is an ideology of  without a solid  and  no wonder  reacted so rebelliously to the open letter against  by ,associated calls ideology solid wonder reacted rebelliously open letter,associate call ideology solid wonder react rebelliously open letter
2/4/25,"$WLFI for @america 

President @realDonaldTrump for @america 

@worldlibertyfi #DeFi #Trump #TrumpTarriffs #trumptariff #Bitcoin #America #AprilFoolDay",1462567940,,"$WLFI for  

President  for  

       ","wlfi for  

president  for  

       ",wlfi president,wlfi president
2/4/25,BREAK AND RETEST AT POI #GBPUSD #trumptariff RR1:2 LOCKED  https://t.co/8FbOa7Ne85,2212548964,,BREAK AND RETEST AT POI   RR: LOCKED  ,break and retest at poi   rr locked  ,break retest poi rr locked,break retest poi rr lock
2/4/25,"Tata consumer Good buy : Goldman  What is wrong with our PSU Bank such as Central bank
#tataconsumersharenews #tataconsumersharelatestnews #tataconsumerproducts #tataconsumershare #centralbankofindia #psubanks #trumptariff #nifty #nifty50 #RCBvGT 

https://t.co/J5VORJd4v8",4564035613,"Rajapur, Patna","Tata consumer Good buy : Goldman  What is wrong with our PSU Bank such as Central bank
          

","tata consumer good buy  goldman  what is wrong with our psu bank such as central bank
          

",tata consumer good buy goldman wrong psu bank central bank,tata consumer good buy goldman wrong psu bank central bank
2/4/25,"NITI Aayog member Ramesh Chand emphasises the need for caution and advises the #government to take a âwait-and-watchâ approach.

#TrumpTariff @NITIAayog

https://t.co/WjnS9gs6lH",3188580042,"New Delhi, India","NITI Aayog member Ramesh Chand emphasises the need for caution and advises the  to take a wait-and-watch approach.

 

","niti aayog member ramesh chand emphasises the need for caution and advises the  to take a waitandwatch approach

 

",niti aayog member ramesh chand emphasises need caution advises waitandwatch approach,niti aayog member ramesh chand emphasis need caution advise waitandwatch approach
2/4/25,"Trumpâs tariff plan to roll out today 

#TrumpTariff #DonaldTrump #Tariff #USPresidentTrump #USPresident",1200056531762368512,New Delhi,"Trumps tariff plan to roll out today 

    ","trumps tariff plan to roll out today 

    ",trumps tariff plan roll today,trump tariff plan roll today
2/4/25,#SPX waiting for the #TrumpTariff  at 4 Pm !! https://t.co/SuCGE1GrnK,3402313372,"New York, USA", waiting for the   at  Pm !! , waiting for the   at  pm  ,waiting pm,wait pm
2/4/25,@SpeakerPelosi Iâve heard that Canada is talking about a zero tariff agreement with the US if Donald Trump agrees to drop all tariffs as well.,1132991916558225408,, Ive heard that Canada is talking about a zero tariff agreement with the US if Donald Trump agrees to drop all tariffs as well., ive heard that canada is talking about a zero tariff agreement with the us if donald trump agrees to drop all tariffs as well,ive heard canada talking zero tariff agreement donald trump agrees drop tariffs,ive heard canada talk zero tariff agreement donald trump agree drop tariff
2/4/25,"FAKE Americans, the greedy rich, &amp; ENEMIES to OUR AMERICA need to be eliminated! They seek to ""SUCK US DRY"", with fkg tariff's raising prices while traitor trump &amp; the greedy rich will steal OUR taxes, the ""tariff money"", &amp; OUR life saving health, food, water, &amp; medical needs!",906054202669109248,"From IA, in  FL","FAKE Americans, the greedy rich, &amp; ENEMIES to OUR AMERICA need to be eliminated! They seek to ""SUCK US DRY"", with fkg tariff's raising prices while traitor trump &amp; the greedy rich will steal OUR taxes, the ""tariff money"", &amp; OUR life saving health, food, water, &amp; medical needs!",fake americans the greedy rich amp enemies to our america need to be eliminated they seek to suck us dry with fkg tariffs raising prices while traitor trump amp the greedy rich will steal our taxes the tariff money amp our life saving health food water amp medical needs,fake americans greedy rich amp enemies america need eliminated seek suck dry fkg tariffs raising prices traitor trump amp greedy rich steal taxes tariff money amp life saving health food water amp medical needs,fake american greedy rich amp enemy america need eliminate seek suck dry fkg tariff raise price traitor trump amp greedy rich steal tax tariff money amp life save health food water amp medical need
2/4/25,"President Trump announced 24% tariff on Japan. If this stays, camera gear I going to get very expensive in the US. I wonder if Canon, Nikon and Sony will absorb any of this and spread it over other regions. What do you think guys?",1200394631244111872,,"President Trump announced % tariff on Japan. If this stays, camera gear I going to get very expensive in the US. I wonder if Canon, Nikon and Sony will absorb any of this and spread it over other regions. What do you think guys?",president trump announced  tariff on japan if this stays camera gear i going to get very expensive in the us i wonder if canon nikon and sony will absorb any of this and spread it over other regions what do you think guys,president trump announced tariff japan stays camera gear going expensive wonder canon nikon sony absorb spread regions think guys,president trump announce tariff japan stay camera gear go expensive wonder canon nikon sony absorb spread region think guy
2/4/25,"Bitcoin (BTC) experienced a swift and pronounced decline hours after U.S. President Donald Trump unveiled new tariff measures.

Source: Bitcoin News
Shared via the Google app https://t.co/55crnnEfFK",1061874037209522177,USA,"Bitcoin (BTC) experienced a swift and pronounced decline hours after U.S. President Donald Trump unveiled new tariff measures.

Source: Bitcoin News
Shared via the Google app ","bitcoin btc experienced a swift and pronounced decline hours after us president donald trump unveiled new tariff measures

source bitcoin news
shared via the google app ",bitcoin btc experienced swift pronounced decline hours president donald trump unveiled new tariff measures source bitcoin news shared google app,bitcoin btc experience swift pronounced decline hour president donald trump unveil new tariff measure source bitcoin news share google app
2/4/25,"@MarkJCarney Treasury Secretary Scott Bessent has a message for any countries who are planning to swiftly react to President Donald Trumpâs tariff plans: âSit back, take a deep breath, donât immediately retaliate.â

âLetâs see where this goes, if you retaliate, thatâs how we get escalation,â",1453947223809540096,," Treasury Secretary Scott Bessent has a message for any countries who are planning to swiftly react to President Donald Trumps tariff plans: Sit back, take a deep breath, dont immediately retaliate.

Lets see where this goes, if you retaliate, thats how we get escalation,"," treasury secretary scott bessent has a message for any countries who are planning to swiftly react to president donald trumps tariff plans sit back take a deep breath dont immediately retaliate

lets see where this goes if you retaliate thats how we get escalation",treasury secretary scott bessent message countries planning swiftly react president donald trumps tariff plans sit deep breath dont immediately retaliate lets goes retaliate thats escalation,treasury secretary scott bessent message country plan swiftly react president donald trump tariff plan sit deep breath dont immediately retaliate let go retaliate thats escalation
2/4/25,"The reciprocal levies on will be approximately half of what trading partners charge for US imports, #Trump said. For example, #China currently has a tariff of 67% on US imports, so US reciprocal tariffs on Chinese goods will be 34%, bringing the total new tax rate to 54%",3275549174,"HÃ  Ná»i, Viá»t Nam","The reciprocal levies on will be approximately half of what trading partners charge for US imports,  said. For example,  currently has a tariff of % on US imports, so US reciprocal tariffs on Chinese goods will be %, bringing the total new tax rate to %",the reciprocal levies on will be approximately half of what trading partners charge for us imports  said for example  currently has a tariff of  on us imports so us reciprocal tariffs on chinese goods will be  bringing the total new tax rate to ,reciprocal levies approximately half trading partners charge imports said example currently tariff imports reciprocal tariffs chinese goods bringing total new tax rate,reciprocal levy approximately half trade partner charge import say example currently tariff import reciprocal tariff chinese good bring total new tax rate
2/4/25,@ncsoral @joncoopertweets Trump put a 10% tariff on Heard and McDonald Islands that only penguin inhabit. So I don't think that was the reason...,252333797,,  Trump put a % tariff on Heard and McDonald Islands that only penguin inhabit. So I don't think that was the reason...,  trump put a  tariff on heard and mcdonald islands that only penguin inhabit so i dont think that was the reason,trump tariff heard mcdonald islands penguin inhabit dont think reason,trump tariff heard mcdonald islands penguin inhabit dont think reason
2/4/25,Smoot and Hawley approve of Trumpâs Tariff Strategy. https://t.co/p3LExNTVik,1437471470830096391,Planet Earth,Smoot and Hawley approve of Trumps Tariff Strategy. ,smoot and hawley approve of trumps tariff strategy ,smoot hawley approve trumps tariff strategy,smoot hawley approve trump tariff strategy
2/4/25,So what do you think the internal reaction right after the tariff announcement was between Trump and his minions?  Were they like amazing job sir? You knocked it out of the park sir? You are brilliant sir?,33042193,"Chatham, MA",So what do you think the internal reaction right after the tariff announcement was between Trump and his minions?  Were they like amazing job sir? You knocked it out of the park sir? You are brilliant sir?,so what do you think the internal reaction right after the tariff announcement was between trump and his minions  were they like amazing job sir you knocked it out of the park sir you are brilliant sir,think internal reaction right tariff announcement trump minions like amazing job sir knocked park sir brilliant sir,think internal reaction right tariff announcement trump minion like amaze job sir knock park sir brilliant sir
2/4/25,"Donald Trump Announces 26% ""Discounted Reciprocal Tariff"" On India - https://t.co/RXsxa8YMFC https://t.co/0pONl8Q6G0",1288012886145564674,worldwide,"Donald Trump Announces % ""Discounted Reciprocal Tariff"" On India -  ",donald trump announces  discounted reciprocal tariff on india   ,donald trump announces discounted reciprocal tariff india,donald trump announces discount reciprocal tariff india
2/4/25,"@krassenstein @RonPow11 https://t.co/Es8Izw8SYR
Tariff Hit Will Be Felt 'the World Over,' ECB's Lagarde Warns",864487498935787520,,"  
Tariff Hit Will Be Felt 'the World Over,' ECB's Lagarde Warns","  
tariff hit will be felt the world over ecbs lagarde warns",tariff hit felt world ecbs lagarde warns,tariff hit felt world ecbs lagarde warns
2/4/25,Presidential Daily Schedule Tracker | POTUS Activities and Events   Tariff Tracker  https://t.co/azHcgRTnCH,1616135291093520386,"Vancouver Island, BC Canada",Presidential Daily Schedule Tracker | POTUS Activities and Events   Tariff Tracker  ,presidential daily schedule tracker  potus activities and events   tariff tracker  ,presidential daily schedule tracker potus activities events tariff tracker,presidential daily schedule tracker potus activity event tariff tracker
2/4/25,"""Trade war with penguins"": Trump places 10% tariff on uninhabited Antarctic islands https://t.co/6194wWnW2e",16955991,,"""Trade war with penguins"": Trump places % tariff on uninhabited Antarctic islands ",trade war with penguins trump places  tariff on uninhabited antarctic islands ,trade war penguins trump places tariff uninhabited antarctic islands,trade war penguins trump place tariff uninhabited antarctic island
2/4/25,"@PlatosGooncave It's unfortunate that the Republican Senate has chosen to undermine President Trump's tariff policies, a crucial part of America First agenda. I stand by Trump and his decisions, regardless of how the left-leaning media portrays them.",1262603948717817856,The White House," It's unfortunate that the Republican Senate has chosen to undermine President Trump's tariff policies, a crucial part of America First agenda. I stand by Trump and his decisions, regardless of how the left-leaning media portrays them.", its unfortunate that the republican senate has chosen to undermine president trumps tariff policies a crucial part of america first agenda i stand by trump and his decisions regardless of how the leftleaning media portrays them,unfortunate republican senate chosen undermine president trumps tariff policies crucial america agenda stand trump decisions regardless leftleaning media portrays,unfortunate republican senate choose undermine president trump tariff policy crucial america agenda stand trump decision regardless leftleaning medium portrays
2/4/25,"Top 3 
Vietnam getting hit with a 46% tariff under Trumpâs reciprocal plan 
China: 54%.
EU: 39%.
Nobodyâs safe in Tariff Town.

Market ainât pricing this in yetâ¦ but the board says it all.
Thanks President Donald J. Trump

#SeeProfitTakeProfit
$SPX $SPY $QQQ $IWM $VIX $UVIX https://t.co/gIEDdJf2JP",808115275,Washington DC,"Top  
Vietnam getting hit with a % tariff under Trumps reciprocal plan 
China: %.
EU: %.
Nobodys safe in Tariff Town.

Market aint pricing this in yet but the board says it all.
Thanks President Donald J. Trump


$SPX $SPY $QQQ $IWM $VIX $UVIX ","top  
vietnam getting hit with a  tariff under trumps reciprocal plan 
china 
eu 
nobodys safe in tariff town

market aint pricing this in yet but the board says it all
thanks president donald j trump


spx spy qqq iwm vix uvix ",vietnam getting hit tariff trumps reciprocal plan china eu nobodys safe tariff town market aint pricing board says thanks president donald j trump spx spy qqq iwm vix uvix,vietnam get hit tariff trump reciprocal plan china eu nobodys safe tariff town market aint price board say thanks president donald j trump spx spy qqq iwm vix uvix
2/4/25,"Remember when I had said the dip hasnât comeâ¦..last month. 

Futures are collapsing as markets fall following Trump's US Tariff ""Liberation day"" announcements.

US Tech 100 down 4.18%
S&amp;P 500 $SPY $SPX  down 3.52%
Russel 200 down 4.74%
Nasdaq 100 down 4.34%
$VIX up 6.26% https://t.co/cu4G5FCw3B",2613926054,Brahmanda l Multiverses l NY,"Remember when I had said the dip hasnt come..last month. 

Futures are collapsing as markets fall following Trump's US Tariff ""Liberation day"" announcements.

US Tech  down .%
S&amp;P  $SPY $SPX  down .%
Russel  down .%
Nasdaq  down .%
$VIX up .% ","remember when i had said the dip hasnt comelast month 

futures are collapsing as markets fall following trumps us tariff liberation day announcements

us tech  down 
sampp  spy spx  down 
russel  down 
nasdaq  down 
vix up  ",remember said dip comelast month futures collapsing markets fall following trumps tariff liberation day announcements tech sampp spy spx russel nasdaq vix,remember say dip comelast month future collapse market fall follow trump tariff liberation day announcement tech sampp spy spx russel nasdaq vix
2/4/25,"@DravenNoctis â
â¡- Trump imposed a 10 percent tariff on Heard Island and McDonald Islands, which have zero populations and are inhabited only by penguins and scientific research teams.

**
Trump: This tariff is part of a plan to make penguins pay for their national security https://t.co/kwe9FPB8PK",1864429772253581312,," 
- Trump imposed a  percent tariff on Heard Island and McDonald Islands, which have zero populations and are inhabited only by penguins and scientific research teams.

**
Trump: This tariff is part of a plan to make penguins pay for their national security "," 
 trump imposed a  percent tariff on heard island and mcdonald islands which have zero populations and are inhabited only by penguins and scientific research teams


trump this tariff is part of a plan to make penguins pay for their national security ",trump imposed percent tariff heard island mcdonald islands zero populations inhabited penguins scientific research teams trump tariff plan make penguins pay national security,trump impose percent tariff heard island mcdonald islands zero population inhabit penguin scientific research team trump tariff plan make penguin pay national security
2/4/25,PAY before you play in the game. #TrumpTariff https://t.co/dkeBNL6oF9,487118986,"Headquartered in Beijing, PRC",PAY before you play in the game.  ,pay before you play in the game  ,pay play game,pay play game
2/4/25,"Market Breadth is getting strong 

After #trumptariff event, won't be able to catch smallcap &amp; midcap stocks.

#StockMarketIndia #Smallcaps #Nifty https://t.co/QIxtwjpgjH",1209530174825467904,India,"Market Breadth is getting strong 

After  event, won't be able to catch smallcap &amp; midcap stocks.

   ","market breadth is getting strong 

after  event wont be able to catch smallcap amp midcap stocks

   ",market breadth getting strong event wont able catch smallcap amp midcap stocks,market breadth get strong event wont able catch smallcap amp midcap stock
2/4/25,"Trump Tariff War: Trump's 'Liberation Day' Countdown Begins, World Braces For Tariffs Impact

#DonaldTrump #TrumpTariff #Liberation 

https://t.co/L2dbaKs0oq",6509832,India,"Trump Tariff War: Trump's 'Liberation Day' Countdown Begins, World Braces For Tariffs Impact

   

","trump tariff war trumps liberation day countdown begins world braces for tariffs impact

   

",trump tariff war trumps liberation day countdown begins world braces tariffs impact,trump tariff war trumps liberation day countdown begin world brace tariff impact
2/4/25,"#TrumpTariff News LIVE: US President Donald Trump is all set to announce reciprocal tariffs on 2 April, which will immediately come into effect.
Stay tuned for updates!

https://t.co/lKXo6IhUUl",17673635,India," News LIVE: US President Donald Trump is all set to announce reciprocal tariffs on  April, which will immediately come into effect.
Stay tuned for updates!

"," news live us president donald trump is all set to announce reciprocal tariffs on  april which will immediately come into effect
stay tuned for updates

",news live president donald trump set announce reciprocal tariffs april immediately come effect stay tuned updates,news live president donald trump set announce reciprocal tariff april immediately come effect stay tune update
2/4/25,"Itâs #Trumptariff day and itâs $TSLA deliver numbers day. I saw a lot of bulls posting yesterday, thinking weâre out of the woods and telling you to buy the dip. This could be a very red day, but we shall see. Hopefully you didnât swing calls lol.",1518676443487690752,,"Its  day and its $TSLA deliver numbers day. I saw a lot of bulls posting yesterday, thinking were out of the woods and telling you to buy the dip. This could be a very red day, but we shall see. Hopefully you didnt swing calls lol.",its  day and its tsla deliver numbers day i saw a lot of bulls posting yesterday thinking were out of the woods and telling you to buy the dip this could be a very red day but we shall see hopefully you didnt swing calls lol,day tsla deliver numbers day saw lot bulls posting yesterday thinking woods telling buy dip red day shall hopefully didnt swing calls lol,day tsla deliver number day saw lot bull post yesterday think wood tell buy dip red day shall hopefully didnt swing call lol
2/4/25,"Markets optimistic ahead of #Trumpâs tariff announcement; #Nifty, #Sensex end up 0.7% each

âï¸: @_sparshing 

#TrumpTariff #TariffAnnouncement #Market #StockMarket 
https://t.co/uE2pMXgmsY",50279781,India,"Markets optimistic ahead of s tariff announcement; ,  end up .% each

:  

    
","markets optimistic ahead of s tariff announcement   end up  each

  

    
",markets optimistic ahead s tariff announcement end,market optimistic ahead s tariff announcement end
2/4/25,"Trumpâs Tariff Plan: A Global Trade Shake-Up

https://t.co/0m53VfmbTl

#TrumpTariff #GlobalTrade #TradePolicy #EconomicImpact #TariffTalk #TradeWar #InternationalTrade #MarketTrends #BusinessNews #TradeNegotiations #hotnews #news #breaking #Business #BusinessNews #World",2736639061,United States,"Trumps Tariff Plan: A Global Trade Shake-Up



               ","trumps tariff plan a global trade shakeup



               ",trumps tariff plan global trade shakeup,trump tariff plan global trade shakeup
2/4/25,"As US President Donald #TrumpTariff war looms, Indian companies brace for significant disruptions in global trade. 
(@dhir022, @Firstday75 report)

https://t.co/FGqFQKJ265",17673635,India,"As US President Donald  war looms, Indian companies brace for significant disruptions in global trade. 
(,  report)

","as us president donald  war looms indian companies brace for significant disruptions in global trade 
  report

",president donald war looms indian companies brace significant disruptions global trade report,president donald war loom indian company brace significant disruption global trade report
2/4/25,"Trumpâs Tariff Plan: A Global Trade Shake-Up

https://t.co/LIaOgUURXz

#TrumpTariff #GlobalTrade #TradePolicy #EconomicImpact #TariffTalk #TradeWar #InternationalTrade #MarketTrends #BusinessNews #TradeNegotiations #hotnews",2736639061,United States,"Trumps Tariff Plan: A Global Trade Shake-Up



          ","trumps tariff plan a global trade shakeup



          ",trumps tariff plan global trade shakeup,trump tariff plan global trade shakeup
2/4/25,"The way Indian Markets are behaving today, it is an insult to Trump.



#TrumpTariff",878193146,"Jaipur, India","The way Indian Markets are behaving today, it is an insult to Trump.



","the way indian markets are behaving today it is an insult to trump



",way indian markets behaving today insult trump,way indian market behave today insult trump
2/4/25,"#TrumpWatch | India may lose $6â7 Bn in exports to the US if broad-based #reciprocaltariffs take effect, warns @EmkayGlobal's @MadhaviArora7 âpotentially reducing GDP by 0.1%-0.2% 

#TrumpTariffs  #TrumpTariff #Trump 

https://t.co/n2fuzCPigR",631810714,," | India may lose $ Bn in exports to the US if broad-based  take effect, warns 's  potentially reducing GDP by .%-.% 

    

","  india may lose  bn in exports to the us if broadbased  take effect warns s  potentially reducing gdp by  

    

",india lose bn exports broadbased effect warns s potentially reducing gdp,india lose bn export broadbased effect warns s potentially reduce gdp
2/4/25,"Donald Trump Tariff Announcement Live Updates: #India could lose $3.1 billion when Trumpâs #reciprocaltariffs kick-in, says report  

@realDonaldTrump | #Trump #TrumpTariff #TariffAnnouncement #WorldNews 
https://t.co/TW6yL1tmVP",50279781,India,"Donald Trump Tariff Announcement Live Updates:  could lose $. billion when Trumps  kick-in, says report  

 |     
","donald trump tariff announcement live updates  could lose  billion when trumps  kickin says report  

      
",donald trump tariff announcement live updates lose billion trumps kickin says report,donald trump tariff announcement live update lose billion trump kickin say report
2/4/25,"#vadilalind
 Robust breakout surpassing its prior peakâwill the rally sustain its momentum?
#nifty50 #StocksToBuy #IndusindBank #TrumpTariff #us30 #bitcoin #GIFTNIFTY #crypto #sharemarket #cnxrealty #dlf #bankofindia #banknifty #tataconsum #voltas https://t.co/J1BmbPnyqa",200446314,india,"
 Robust breakout surpassing its prior peakwill the rally sustain its momentum?
               ","
 robust breakout surpassing its prior peakwill the rally sustain its momentum
               ",robust breakout surpassing prior peakwill rally sustain momentum,robust breakout surpass prior peakwill rally sustain momentum
2/4/25,"Donald Trump Tariff Announcement Live Updates: Reciprocal, Universal or Targeted #Tariffs? Team Trump weighs options 

@realDonaldTrump | #Trump #TrumpTariff #TariffAnnouncement #WorldNews 
https://t.co/TW6yL1tmVP",50279781,India,"Donald Trump Tariff Announcement Live Updates: Reciprocal, Universal or Targeted ? Team Trump weighs options 

 |     
","donald trump tariff announcement live updates reciprocal universal or targeted  team trump weighs options 

      
",donald trump tariff announcement live updates reciprocal universal targeted team trump weighs options,donald trump tariff announcement live update reciprocal universal target team trump weighs option
2/4/25,"India can still be competitive despite reciprocal #tariffs: Report 

#Policy #Economy #Trade #Trump #TrumpTariff 
https://t.co/qjbVVy9ycO",50279781,India,"India can still be competitive despite reciprocal : Report 

     
","india can still be competitive despite reciprocal  report 

     
",india competitive despite reciprocal report,india competitive despite reciprocal report
2/4/25,"#MarketsWithBS | How to trade Gold ahead of Trump's reciprocal tariff announcement today?

Find out here: https://t.co/JqNN161lsc

#GOLD #TrumpTariffs #trumptariff",43855487,India," | How to trade Gold ahead of Trump's reciprocal tariff announcement today?

Find out here: 

  ","  how to trade gold ahead of trumps reciprocal tariff announcement today

find out here 

  ",trade gold ahead trumps reciprocal tariff announcement today,trade gold ahead trumps reciprocal tariff announcement today
2/4/25,"Donald Trump is hoping for a favourable bilateral trade agreement as the US imports nearly â¹4 lakh crore worth of items more than India does #DonaldTrump #TrumpTariff #UStariff 

https://t.co/E554iwMsGD",400630125,India,"Donald Trump is hoping for a favourable bilateral trade agreement as the US imports nearly  lakh crore worth of items more than India does    

","donald trump is hoping for a favourable bilateral trade agreement as the us imports nearly  lakh crore worth of items more than india does    

",donald trump hoping favourable bilateral trade agreement imports nearly lakh crore worth items india does,donald trump hop favourable bilateral trade agreement import nearly lakh crore worth item india do
2/4/25,"#Tariff tension on Dalal street: Can #Nifty hold key support levels

âï¸: @_sparshing 

#Tarifftension #Trump #TrumpTariff #StockMarket 
https://t.co/QH3ZnMYFNA",50279781,India," tension on Dalal street: Can  hold key support levels

:  

    
"," tension on dalal street can  hold key support levels

  

    
",tension dalal street hold key support levels,tension dalal street hold key support level
2/4/25,"#TrumpWatch | Indiaâs #crude oil imports from the US surged 67% in March to 244,000 barrels daily, reflecting the impact of US President #Trumpâs push for increased American oil purchases 

#TrumpTariffs  #TrumpTariff #CrudeOil #OOTT 

https://t.co/yZlzFhbJVj",631810714,," | Indias  oil imports from the US surged % in March to , barrels daily, reflecting the impact of US President s push for increased American oil purchases 

     

","  indias  oil imports from the us surged  in march to  barrels daily reflecting the impact of us president s push for increased american oil purchases 

     

",indias oil imports surged march barrels daily reflecting impact president s push increased american oil purchases,indias oil import surge march barrel daily reflect impact president s push increase american oil purchase
2/4/25,"@SpencerHakimian No costings. No analysis. No studies on various outcomes or financial results.
#TrumpTariffs #TrumpTariff is just random guesswork. NOT the way to run a country, but a surefire way to achieve another Trump bankruptcy.
Not fit to lead. Never was. #Trump",1243473161317781504,23 Wall St," No costings. No analysis. No studies on various outcomes or financial results.
  is just random guesswork. NOT the way to run a country, but a surefire way to achieve another Trump bankruptcy.
Not fit to lead. Never was. "," no costings no analysis no studies on various outcomes or financial results
  is just random guesswork not the way to run a country but a surefire way to achieve another trump bankruptcy
not fit to lead never was ",costings analysis studies various outcomes financial results just random guesswork way run country surefire way achieve trump bankruptcy fit lead,costing analysis study various outcome financial result just random guesswork way run country surefire way achieve trump bankruptcy fit lead
2/4/25,"Editor's Take | All eyes on the #TrumpTariff announcement â ""Nervousness in the US market is far higher than in emerging markets!"" 

Listen in as @nikunjdalmia explains how markets are positioned ahead of the announcement and what could disappoint investors post-announcement. https://t.co/BvHXg9mNxq",225012752,India,"Editor's Take | All eyes on the  announcement  ""Nervousness in the US market is far higher than in emerging markets!"" 

Listen in as  explains how markets are positioned ahead of the announcement and what could disappoint investors post-announcement. ","editors take  all eyes on the  announcement  nervousness in the us market is far higher than in emerging markets 

listen in as  explains how markets are positioned ahead of the announcement and what could disappoint investors postannouncement ",editors eyes announcement nervousness market far higher emerging markets listen explains markets positioned ahead announcement disappoint investors postannouncement,editor eye announcement nervousness market far high emerge market listen explain market position ahead announcement disappoint investor postannouncement
2/4/25,"#BreakingNews | White House prepares for historic tariff announcement as Trump finalises strategy. Will Donald Trump's 'Liberation Day' tariff hit India? What we know so far!

@sanjaysuri88 shares more details

#DonaldTrump #TrumpTariff #TrumpTariffOnIndia | @KuheenaSharma https://t.co/bfHsBUnUDa",6509832,India," | White House prepares for historic tariff announcement as Trump finalises strategy. Will Donald Trump's 'Liberation Day' tariff hit India? What we know so far!

 shares more details

   |  ","  white house prepares for historic tariff announcement as trump finalises strategy will donald trumps liberation day tariff hit india what we know so far

 shares more details

     ",white house prepares historic tariff announcement trump finalises strategy donald trumps liberation day tariff hit india know far shares details,white house prepares historic tariff announcement trump finalise strategy donald trump liberation day tariff hit india know far share detail
2/4/25,"US Markets: Nasdaq recovers 300 points from lows led by #Tesla ahead of #TrumpTariff rollout

https://t.co/ie58kK1fd7",44839509,India,"US Markets: Nasdaq recovers  points from lows led by  ahead of  rollout

","us markets nasdaq recovers  points from lows led by  ahead of  rollout

",markets nasdaq recovers points lows led ahead rollout,market nasdaq recovers point low lead ahead rollout
2/4/25,"Prime Minister Anthony Albanese has condemned Donald Trump's sweeping 'Liberation Day' tariffs, with the US President singling out Australian beef during his announcements.

Australia will be subject to a ""baseline"" 10 per cent tariff on all exports to the US, while countries https://t.co/9YbF0Habvd",38576013,Australia,"Prime Minister Anthony Albanese has condemned Donald Trump's sweeping 'Liberation Day' tariffs, with the US President singling out Australian beef during his announcements.

Australia will be subject to a ""baseline""  per cent tariff on all exports to the US, while countries ","prime minister anthony albanese has condemned donald trumps sweeping liberation day tariffs with the us president singling out australian beef during his announcements

australia will be subject to a baseline  per cent tariff on all exports to the us while countries ",prime minister anthony albanese condemned donald trumps sweeping liberation day tariffs president singling australian beef announcements australia subject baseline cent tariff exports countries,prime minister anthony albanese condemn donald trump sweeping liberation day tariff president single australian beef announcement australia subject baseline cent tariff export country
2/4/25,@LucianoFlips Nice bounce right off that floor itâs been getting to at points. Mid day Trump tariff chart ruined the real stocks and crypto people. Patienceeee it was getting really smelly around #stinkdex world today. Moves are coming diamond hands,1328418177299210240,"Las Vegas, NV", Nice bounce right off that floor its been getting to at points. Mid day Trump tariff chart ruined the real stocks and crypto people. Patienceeee it was getting really smelly around  world today. Moves are coming diamond hands, nice bounce right off that floor its been getting to at points mid day trump tariff chart ruined the real stocks and crypto people patienceeee it was getting really smelly around  world today moves are coming diamond hands,nice bounce right floor getting points mid day trump tariff chart ruined real stocks crypto people patienceeee getting really smelly world today moves coming diamond hands,nice bounce right floor get point mid day trump tariff chart ruin real stock crypto people patienceeee get really smelly world today move come diamond hand
